Actual_Class,Predicted_Class,Safe_Probability,Warning_Probability,Unsafe_Probability,Conductivity,NO3,Temp,Turbidity,Level,Q,Hour_sin,Hour_cos,Month_sin,Month_cos,IsWeekend,Correct_Prediction
Warning,Warning,0.0,1.0,0.0,40.52,0.17,29.22,6.05,2.612,102.43333333333334,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.0,0.9813575469976272,0.018642453002372696,243.99,0.139,28.25,15.11,0.958,3.6941666666666655,-0.4999999999999998,-0.8660254037844388,0.8660254037844386,0.5000000000000001,1.0,1
Safe,Safe,0.99,0.01,0.0,384.67,0.0069999999999999,26.84,2.93,0.461,0.0515,-0.4999999999999998,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,1.0,1
Warning,Warning,0.0,0.9994921895945623,0.0005078104054375779,467.28,0.36,26.29,6.12,0.5660000000000001,0.3418333333333334,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1
Safe,Safe,1.0,0.0,0.0,823.84,0.672,17.36,3.01,0.507,0.1488333333333333,0.9659258262890683,-0.25881904510252063,-0.8660254037844384,-0.5000000000000004,0.0,1
Unsafe,Unsafe,0.0,0.04718128189528052,0.9528187181047195,227.69,0.126,25.35,116.32,11.81,379.74183333333326,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.0,1
Warning,Warning,0.0031259572220755216,0.9968740427779246,0.0,249.09,0.672,26.63,13.11,14.82,36.66033333333333,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.0,1
Warning,Warning,0.0,1.0,0.0,331.32,0.374,27.68,6.28,0.7759999999999999,1.7989999999999997,0.7071067811865475,0.7071067811865476,0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.0,1.0,0.0,539.25,0.162,23.37,43.68,1.0325,4.6945,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.49999999999999983,0.0,1
Safe,Safe,0.9635001375374208,0.03649986246257923,0.0,19415.279,0.052,29.05,3.25,10.507142857142854,77.14216666666665,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,0.0,1
Warning,Warning,0.0,1.0,0.0,39.03,0.172,23.64,6.66,3.075,136.35,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.49999999999999983,1.0,1
Unsafe,Unsafe,0.0,0.0,1.0,7771.62,0.121,19.93,312.79,9.641666666666667,-87.23000000000002,0.0,1.0,1.2246467991473532e-16,-1.0,0.0,1
Warning,Warning,0.0,1.0,0.0,37.33,0.177,24.04,23.16,3.1210000000000004,140.9,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.49999999999999983,1.0,1
Safe,Safe,1.0,0.0,0.0,55.62,0.1369999999999999,21.38,1.68,10.415,25.66483333333333,1.0,6.123233995736766e-17,-0.4999999999999998,-0.8660254037844388,1.0,1
