Actual_Class,Predicted_Class,Safe_Probability,Warning_Probability,Unsafe_Probability,Conductivity,NO3,Temp,Turbidity,Level,Q,Hour_sin,Hour_cos,Month_sin,Month_cos,IsWeekend,Correct_Prediction
Safe,Safe,1.0,0.0,0.0,784.55,0.92,17.96,2.47,0.522,0.1878333333333333,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,0.0,1
Unsafe,Unsafe,0.0010989927424702838,0.001208353567831831,0.997692653689698,181.86,0.065,26.7,124.12,6.8660000000000005,94.62833333333332,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,1.0,1
Warning,Warning,0.005828911842545808,0.9841710881574542,0.01,77.32,0.374,25.88,9.76,10.48,55.5965,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.0,1
Warning,Warning,0.006302057590263015,0.9744261443247182,0.019271798085018898,1518.36,0.6829999999999999,26.99,24.25,8.034142857142857,49.24333333333334,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.0,1
Unsafe,Unsafe,0.01,0.0,0.99,49.72,0.324,26.53,56.7,10.095,105.759,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,0.0,1
Safe,Safe,0.99,0.01,0.0,407.34,0.077,27.35,3.59,0.49,0.1093333333333333,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.0,1
Warning,Warning,0.02327391866681168,0.9767260813331883,0.0,6171.39,1.087,29.17,5.74,16.235,-81.21116666666667,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0.0,1
Unsafe,Unsafe,0.0,0.01,0.99,12778.94,0.141,26.64,245.59,7.483142857142857,62.61,-0.4999999999999998,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,1.0,1
Safe,Safe,1.0,0.0,0.0,705.75,0.348,21.55,2.32,0.459,0.0473333333333333,0.7071067811865475,0.7071067811865476,-0.8660254037844386,0.5000000000000001,1.0,1
Unsafe,Unsafe,0.0,0.01,0.99,83.15,0.2,25.09,74.53,6.795333333333333,244.7,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.0,1
Safe,Safe,1.0,0.0,0.0,652.81,0.7290000000000001,18.5,3.62,0.465,0.0575,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,1.0,1
Warning,Warning,0.0,1.0,0.0,54.8,0.1669999999999999,26.21,9.9,15.5,140.01166666666668,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0.0,1
Safe,Safe,0.9737022676843865,0.026205190171805715,9.254214380760296e-05,13322.04,0.031,26.17,4.55,10.435714285714283,90.36533333333334,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,0.0,1
Warning,Warning,0.01,0.9848519243313764,0.005148075668623614,7419.16,0.024,29.17,7.48,14.668,47.774,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,0.0,1
Warning,Warning,0.0,1.0,0.0,505.43,0.474,22.02,8.37,0.6629999999999999,0.8375,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.0,1
Unsafe,Unsafe,0.0,0.05239056373336761,0.9476094362666323,4883.7,0.034,18.78,60.36,8.408333333333333,-24.85333333333333,0.49999999999999994,0.8660254037844387,-0.4999999999999998,-0.8660254037844388,0.0,1
Unsafe,Unsafe,0.0,0.0,1.0,27102.07,0.339,27.15,182.01,8.52,-53.39333333333334,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.0,1.0,0.0,301.14,0.232,25.41,10.49,0.865,2.6585,0.8660254037844387,-0.49999999999999983,1.0,6.123233995736766e-17,1.0,1
Safe,Safe,0.9947630160135189,0.0052369839864810485,0.0,0.36,0.197,26.58,3.65,4.08975,228.71666666666667,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.0,1
Warning,Warning,0.07576968644501116,0.9242303135549887,0.0,693.23,0.27,20.07,6.18,0.457,0.0445,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,0.0,1
Safe,Safe,0.9847630160135189,0.015236983986481047,0.0,37.87,0.166,21.5,4.59,2.854,119.53333333333336,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,1.0,1
Safe,Safe,0.9994618908237007,0.0005381091762993829,0.0,99.52,0.122,21.04,2.34,10.955714285714285,-92.22483333333332,-0.8660254037844386,0.5000000000000001,-0.4999999999999998,-0.8660254037844388,0.0,1
Unsafe,Unsafe,0.0,0.0,1.0,22570.449,0.348,29.73,109.83,8.805,-45.36166666666666,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0.0,1
Unsafe,Unsafe,0.0,0.01,0.99,34904.309,0.221,28.2,159.91,7.188285714285715,-55.07,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,0.0,1
Warning,Warning,0.00025835772829359873,0.9997416422717064,0.0,54.58,0.234,26.0,8.62,10.365,103.38,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,1.0,1
Warning,Warning,0.0,1.0,0.0,266.67,0.223,22.97,40.05,0.8140000000000001,2.1460000000000004,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.0,1
Unsafe,Unsafe,0.0,0.0,1.0,109.7,0.655,25.96,88.79,4.842428571428571,111.34666666666664,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1
Safe,Safe,1.0,0.0,0.0,13811.93,0.049,27.63,2.64,10.675,-43.50233333333333,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,0.0,1
Safe,Safe,1.0,0.0,0.0,573.09,0.032,24.87,2.31,0.465,0.058,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,1.0,1
Safe,Safe,1.0,0.0,0.0,782.78,0.853,17.07,3.01,0.523,0.1945,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.0,1
Warning,Warning,0.02862839791138175,0.9713716020886182,0.0,16549.449,0.051,23.86,6.12,15.911666666666669,-138.966,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,0.0,1
Warning,Warning,0.0,1.0,0.0,37.35,0.176,23.71,10.2,3.472,169.08333333333331,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.49999999999999983,0.0,1
Safe,Safe,0.99,0.01,0.0,39.0,0.1639999999999999,22.56,4.16,2.659,105.85,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0.0,1
Warning,Warning,0.0,1.0,0.0,50.24,0.2,24.01,10.52,10.615,158.6865,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.49999999999999983,1.0,1
Safe,Safe,1.0,0.0,0.0,487.7,0.631,21.5,2.2,0.475,0.0746666666666666,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,1.0,1
Safe,Safe,1.0,0.0,0.0,91.33,0.135,21.62,2.81,10.707142857142856,90.57800000000002,-0.5000000000000004,0.8660254037844384,-0.4999999999999998,-0.8660254037844388,1.0,1
Safe,Safe,0.9487916821388785,0.05120831786112143,0.0,39.14,0.184,22.04,4.64,2.6010000000000004,101.8,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,1.0,1
Safe,Safe,0.9826843782311392,0.017315621768860846,0.0,51.89,0.227,26.05,3.51,10.632,50.04566666666667,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.0,1
Warning,Warning,0.0,1.0,0.0,76.2,0.158,24.97,13.13,11.88,361.8561666666666,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,1.0,1
Warning,Warning,0.0,1.0,0.0,36.76,0.218,24.69,22.32,5.2085,362.1166666666666,0.8660254037844387,-0.49999999999999983,-2.4492935982947064e-16,1.0,0.0,1
Safe,Safe,1.0,0.0,0.0,6933.86,0.038,24.38,1.71,14.8275,97.87533333333334,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,0.0,1
Warning,Warning,0.00476301601351895,0.9952369839864811,0.0,51.31,0.228,25.12,5.14,10.64,75.40133333333333,0.7071067811865475,0.7071067811865476,1.0,6.123233995736766e-17,0.0,1
Safe,Safe,1.0,0.0,0.0,38.97,0.177,22.26,4.4,2.498,95.16666666666669,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,0.0,1
Safe,Safe,0.9348606808564018,0.06513931914359813,0.0,70.63,0.23,24.49,5.0,10.165714285714284,29.67433333333333,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.0,1
Unsafe,Unsafe,0.0,0.0014130573699426955,0.9985869426300573,43.84,0.171,25.43,90.1,7.701142857142857,75.25766666666667,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,1.0,1
Safe,Safe,0.99878848063172,0.0011189772244724063,9.254214380760296e-05,14752.48,0.014,24.94,2.65,11.026666666666666,-25.774000000000004,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,0.0,1
Unsafe,Unsafe,0.0,0.0,1.0,104.15,0.113,25.07,79.26,4.3985,113.98333333333332,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0.0,1
Unsafe,Unsafe,0.0,0.0007099179811528457,0.9992900820188472,82.9,0.12,25.39,67.25,9.146666666666668,289.60166666666663,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.0,1.0,0.0,101.21,0.123,24.91,16.72,11.76,371.2408333333333,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1
Warning,Warning,0.0,1.0,0.0,41.27,0.208,26.76,6.07,2.5780000000000003,100.36666666666666,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,0.0,1
Warning,Warning,0.0,0.97,0.03,94.6,0.118,26.42,49.87,6.621,26.13000000000001,0.7071067811865475,0.7071067811865476,1.0,6.123233995736766e-17,0.0,1
Warning,Warning,0.0031259572220755216,0.989264606511292,0.007609436266632384,13579.29,0.067,26.46,27.96,15.55,-191.14566666666664,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.0,1
Unsafe,Unsafe,0.0,0.000637296062491844,0.9993627039375081,194.99,0.095,27.49,58.05,1.014,4.395666666666666,-0.8660254037844384,-0.5000000000000004,1.0,6.123233995736766e-17,0.0,1
Safe,Safe,1.0,0.0,0.0,5728.07,0.871,22.85,2.35,15.134285714285712,117.11983333333336,0.0,1.0,-1.0,-1.8369701987210297e-16,0.0,1
Safe,Safe,1.0,0.0,0.0,394.98,0.089,25.27,2.8,0.478,0.08,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0.0,1
Unsafe,Unsafe,0.0,0.0,1.0,44187.031,0.337,27.67,75.4,8.447999999999999,-19.968333333333334,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,1.0,1
Safe,Safe,1.0,0.0,0.0,1267.04,0.058,24.19,2.16,10.038571428571428,-61.794,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,0.0,1
Safe,Safe,0.9965635049292689,0.003436495070731175,0.0,72.83,0.264,27.57,2.86,10.195714285714288,76.73433333333331,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,1.0,1
Warning,Warning,0.0,1.0,0.0,446.99,0.123,30.99,13.39,7.725,1.1466666666666665,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.0,1.0,0.0,52.9,0.157,24.38,14.79,15.816666666666668,326.432,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,1.0,1
Warning,Warning,0.0031259572220755216,0.9968740427779246,0.0,688.4,0.378,21.28,5.81,0.456,0.044,0.0,1.0,-1.0,-1.8369701987210297e-16,0.0,1
Safe,Safe,0.9923263766065322,0.0076736233934677515,0.0,45.33,0.146,23.52,1.6,15.723333333333334,19.781666666666663,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.0,1
Warning,Warning,0.0,1.0,0.0,40.04,0.162,24.35,7.88,2.886,121.45,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,0.0,1
Warning,Warning,0.002485303997312731,0.9975146960026874,0.0,38.44,0.182,19.41,8.85,2.7235,110.03333333333336,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,1.0,1
Warning,Warning,0.0,1.0,0.0,635.11,0.726,18.02,5.82,0.555,0.302,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,0.0,1
Safe,Safe,1.0,0.0,0.0,668.64,0.443,18.71,2.37,0.5720000000000001,0.3673333333333333,-0.8660254037844384,-0.5000000000000004,-0.4999999999999998,-0.8660254037844388,1.0,1
Safe,Safe,1.0,0.0,0.0,67.24,0.183,19.84,1.79,10.14,-10.868666666666664,-0.8660254037844386,0.5000000000000001,-0.4999999999999998,-0.8660254037844388,1.0,1
Warning,Warning,0.005761420320877016,0.994238579679123,0.0,456.66,0.524,24.85,7.27,0.63,0.6441666666666667,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.49999999999999983,0.0,1
Safe,Safe,0.9756226012382144,0.024377398761785504,0.0,0.36,0.18,28.57,3.95,3.458,168.78333333333333,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,1.0,1
Safe,Safe,0.9947630160135189,0.0052369839864810485,0.0,39.26,0.184,23.18,4.84,2.694,108.15,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.0,1
Safe,Safe,1.0,0.0,0.0,702.66,0.6779999999999999,21.59,2.13,0.561,0.3201666666666666,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.0,1
Safe,Safe,0.9958658523703098,0.0040416054858826815,9.254214380760296e-05,8551.07,0.04,26.31,3.13,10.058571428571428,68.49233333333333,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.0,1.0,0.0,35.56,0.168,23.42,17.09,3.734,193.36666666666667,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.49999999999999983,0.0,1
Safe,Safe,1.0,0.0,0.0,684.51,0.481,19.97,4.25,0.457,0.0454999999999999,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0.0,1
Safe,Safe,1.0,0.0,0.0,5640.03,0.06,24.85,3.14,10.87,-34.2725,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,0.0,1
Safe,Safe,0.9947630160135189,0.0052369839864810485,0.0,5000.98,0.745,22.58,1.61,14.666,70.507,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,0.0,1
Safe,Safe,1.0,0.0,0.0,677.44,0.49,18.38,2.26,0.5820000000000001,0.4125,-0.9659258262890683,-0.25881904510252063,-0.4999999999999998,-0.8660254037844388,0.0,1
Warning,Warning,0.0,0.9913575469976272,0.008642453002372695,39.75,0.195,20.1,12.35,2.854,119.61666666666666,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,1.0,1
Safe,Safe,1.0,0.0,0.0,581.11,0.13,24.9,1.48,0.463,0.0553333333333333,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,0.0,1
Safe,Safe,0.99645263272648,0.003547367273520113,0.0,1892.68,0.015,22.77,2.74,15.263333333333335,-61.69116666666667,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,0.0,1
Unsafe,Unsafe,0.0,0.0011163474815392926,0.9988836525184607,24857.789,0.204,23.87,104.11,7.293285714285713,-29.81,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.0,1
Safe,Safe,1.0,0.0,0.0,753.49,0.586,19.84,2.26,0.594,0.4655,0.9659258262890683,-0.25881904510252063,-0.4999999999999998,-0.8660254037844388,0.0,1
Safe,Safe,1.0,0.0,0.0,1107.93,0.154,23.61,2.25,10.218571428571428,-31.955500000000004,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0.0,1
Warning,Warning,0.006452632726479886,0.9935473672735202,0.0,39.23,0.195,21.91,5.25,2.87,120.91666666666669,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.0,1
Safe,Safe,0.9615742199111633,0.03842578008883667,0.0,1023.58,0.348,28.98,4.59,10.446666666666667,76.62983333333334,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,0.0,1
Unsafe,Unsafe,0.0,0.0,1.0,3070.49,0.014,25.35,69.17,8.26142857142857,-34.32333333333333,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.49999999999999983,0.0,1
Safe,Safe,1.0,0.0,0.0,393.2,0.342,21.14,3.36,0.4970000000000001,0.1228333333333333,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,0.0,1
Safe,Safe,0.9909668000855589,0.009033199914441084,0.0,1.17,0.012,27.27,2.66,15.225,72.858,-0.8660254037844384,-0.5000000000000004,0.8660254037844386,0.5000000000000001,1.0,1
Safe,Safe,0.9903921713363774,0.0,0.009607828663622656,2311.87,0.069,23.29,1.82,10.65,11.030666666666669,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,0.0,1
Safe,Safe,1.0,0.0,0.0,679.93,0.5,17.5,2.11,0.579,0.3966666666666666,0.49999999999999994,0.8660254037844387,-0.4999999999999998,-0.8660254037844388,0.0,1
Safe,Safe,1.0,0.0,0.0,610.46,0.552,18.63,2.63,0.551,0.2858333333333333,-0.7071067811865471,-0.7071067811865479,-0.8660254037844384,-0.5000000000000004,0.0,1
Warning,Warning,0.0,1.0,0.0,260.44,0.299,28.46,10.84,0.923,3.292666666666667,-0.8660254037844384,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.0,1.0,0.0,40.91,0.221,25.22,7.87,3.116,139.73333333333332,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1
Safe,Safe,1.0,0.0,0.0,15786.29,1.535,26.26,4.55,14.986666666666665,-44.18766666666667,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,1.0,1
Safe,Safe,0.9876682814664788,0.012331718533521274,0.0,39.12,0.175,19.19,4.02,2.55,98.16666666666669,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0.0,1
Safe,Safe,0.9854376098265937,0.014469848029598774,9.254214380760296e-05,14875.36,0.031,26.62,1.88,10.855,30.12333333333333,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,0.0,1
Safe,Safe,0.9803901719110817,0.019609828088918205,0.0,5784.82,0.166,27.02,1.85,10.335,30.405,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,1.0,1
Warning,Warning,0.0,1.0,0.0,268.52,0.177,28.76,23.38,0.857,2.574,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0.0,1
Safe,Safe,0.9978120485149669,0.0021879514850330637,0.0,165.28,0.173,26.13,3.46,11.162,39.82400000000001,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,0.0,1
Safe,Safe,1.0,0.0,0.0,104.23,0.165,22.2,1.81,10.20857142857143,46.70500000000001,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0.0,1
Safe,Safe,1.0,0.0,0.0,660.02,0.473,23.37,2.2,0.46,0.0501666666666666,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0.0,1
Unsafe,Unsafe,0.0,0.004851924331376385,0.9951480756686236,4.32,0.253,27.59,3045.86,2.384,80.425,-0.8660254037844384,-0.5000000000000004,1.0,6.123233995736766e-17,0.0,1
Warning,Warning,0.0,1.0,0.0,375.66,0.298,26.36,11.3,0.635,0.6739999999999999,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,1.0,1
Unsafe,Unsafe,0.0028889791854829327,0.0,0.9971110208145171,737.52,0.149,20.86,102.08,8.697142857142856,-38.376666666666665,0.9659258262890683,0.25881904510252074,-0.4999999999999998,-0.8660254037844388,0.0,1
Safe,Safe,0.99,0.01,0.0,58.45,0.147,25.81,4.67,15.834285714285716,10.951666666666668,1.0,6.123233995736766e-17,0.8660254037844387,-0.49999999999999983,0.0,1
Safe,Safe,1.0,0.0,0.0,665.88,0.459,23.76,2.07,0.461,0.051,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,1.0,1
Safe,Safe,1.0,0.0,0.0,587.59,0.54,17.39,2.02,0.5539999999999999,0.2953333333333333,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.0,1
Warning,Warning,0.009317053718531266,0.9906829462814687,0.0,692.45,0.314,20.91,5.46,0.455,0.0415,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,1.0,1
Warning,Warning,0.0,1.0,0.0,34.98,0.211,25.73,24.59,5.150499999999999,354.05,0.0,1.0,0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.0,1.0,0.0,33.91,0.155,22.56,19.86,3.170666666666667,144.58333333333331,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387,0.0,1
Safe,Safe,0.9820625849391922,0.01793741506080775,0.0,94.94,0.277,27.86,3.52,10.1025,84.304,-0.8660254037844384,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.0,1
Unsafe,Unsafe,0.0,0.0,1.0,89.01,0.155,25.29,88.48,9.73,375.61,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1
Safe,Safe,1.0,0.0,0.0,511.62,0.588,20.96,2.94,0.466,0.0596666666666666,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,0.0,1
Safe,Safe,1.0,0.0,0.0,432.47,0.112,26.05,2.61,0.467,0.0605,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,0.0,1
Warning,Warning,0.00476301601351895,0.9952369839864811,0.0,32686.24,0.196,28.67,10.72,7.768571428571428,42.345,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,0.0,1
Safe,Safe,1.0,0.0,0.0,8513.31,0.059,23.18,1.57,10.743333333333332,-42.34183333333333,-0.9659258262890683,-0.25881904510252063,-0.8660254037844384,-0.5000000000000004,1.0,1
Warning,Warning,0.0,1.0,0.0,37.57,0.182,22.13,5.62,2.727,110.01666666666668,-0.7071067811865471,-0.7071067811865479,-0.4999999999999998,-0.8660254037844388,0.0,1
Warning,Warning,0.0,1.0,0.0,36.32,0.21,26.08,23.42,5.421,389.45,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.005770318136028336,0.9890816061953481,0.005148075668623614,36753.309,0.042,26.12,9.38,11.473333333333334,-88.34283333333332,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,1.0,1
Safe,Safe,0.9947630160135189,0.0052369839864810485,0.0,699.0,0.28,17.92,3.69,0.568,0.347,0.7071067811865476,-0.7071067811865475,-0.4999999999999998,-0.8660254037844388,0.0,1
Warning,Warning,0.006477934621018418,0.9935220653789816,0.0,51.65,0.201,24.96,7.79,10.52,112.48416666666668,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,1
Warning,Warning,0.0024518047834839736,0.9761551787974185,0.021393016419097428,277.74,0.107,29.95,17.31,7.253857142857143,-25.835,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,1.0,1
Safe,Safe,0.9947630160135189,0.0052369839864810485,0.0,510.34,0.292,23.63,2.76,0.5589999999999999,0.314,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0.0,1
Safe,Safe,0.9991606479570779,0.0008393520429219975,0.0,74.78,0.286,26.07,3.63,10.467142857142855,-18.529,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.0,0.9928003544825829,0.007199645517417142,152.79,0.077,27.63,46.7,1.514,12.953333333333331,0.8660254037844387,-0.49999999999999983,0.8660254037844386,0.5000000000000001,0.0,1
Unsafe,Unsafe,0.0,0.01,0.99,17314.6,0.29,25.53,202.23,7.744999999999999,50.54833333333334,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001,1.0,1
Safe,Safe,0.947246871415034,0.04275312858496587,0.01,40.16,0.178,18.84,4.78,2.0155,66.28166666666667,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.0,1
Warning,Warning,0.0,1.0,0.0,35.19,0.1639999999999999,22.26,22.12,3.7535,195.88333333333333,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387,1.0,1
Warning,Warning,0.0,1.0,0.0,35.38,0.215,25.71,47.17,5.28,371.83333333333326,0.8660254037844387,-0.49999999999999983,0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.02476301601351895,0.9752369839864811,0.0,1528.91,0.247,26.95,5.26,10.894285714285717,-80.51616666666666,-0.8660254037844384,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.0,1.0,0.0,552.44,0.581,20.81,5.51,0.619,0.5858333333333333,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.0,1
Safe,Safe,0.9652171078515679,0.03478289214843209,0.0,417.63,0.418,24.82,4.75,0.695,1.0495,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.0,1
Warning,Warning,0.0,1.0,0.0,34.15,0.119,24.32,32.1,12.34,511.7285,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,1.0,1
Safe,Safe,0.9771854033464602,0.02281459665353967,0.0,1.09,0.141,25.28,0.87,10.621666666666668,48.9145,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,1.0,1
Safe,Safe,0.9847630160135189,0.015236983986481047,0.0,154.24,0.136,21.11,2.98,10.558571428571428,95.69116666666667,0.7071067811865475,0.7071067811865476,-0.4999999999999998,-0.8660254037844388,1.0,1
Safe,Safe,1.0,0.0,0.0,114.86,0.121,25.97,3.67,15.846666666666666,-91.92166666666668,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,0.0,1
Safe,Safe,0.991539041576744,0.008460958423255935,0.0,384.41,0.102,25.99,2.93,0.473,0.0698333333333333,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,0.0,1
Safe,Safe,1.0,0.0,0.0,851.99,0.747,17.43,1.97,0.521,0.1883333333333332,-0.9659258262890684,0.2588190451025203,-0.4999999999999998,-0.8660254037844388,1.0,1
Warning,Warning,0.0832610753852057,0.9167389246147942,0.0,17850.34,0.019,30.21,3.32,10.775,-28.66683333333333,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1.0,1
Safe,Safe,0.9377234117461748,0.06227658825382518,0.0,59.07,0.055,20.41,4.98,10.406666666666666,73.3585,-0.2588190451025208,-0.9659258262890683,-0.8660254037844384,-0.5000000000000004,1.0,1
Safe,Safe,0.9777867816328594,0.022213218367140578,0.0,191.45,0.281,27.39,4.72,10.635714285714286,121.192,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.0,1.0,0.0,49.26,0.127,25.78,8.75,15.8,357.27333333333337,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.0,1
Warning,Warning,0.0002524932469870348,0.9997475067530129,0.0,45.63,0.153,25.84,12.54,15.466666666666669,195.185,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,0.0,1
